[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Platform.ns:26
[truffle]   rewrite UninitializedLexicallyBound@24c91afc               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Harness.ns:201
[truffle]   rewrite UninitMsgSend(#at:)                                |From M MessageSendNode$UninitializedMessageSendNode |To M EagerBinaryPrimitiveNode               |Reason unknown at Harness.ns:183
[truffle]   rewrite UninitMsgSend(#name:)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:183
[truffle]   rewrite UninitializedReceiverSend@2218d6c3                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at Harness.ns:183
[truffle]   rewrite UninitMsgSend(#at:)                                |From M MessageSendNode$UninitializedMessageSendNode |To M EagerBinaryPrimitiveNode               |Reason unknown at Harness.ns:184
[truffle]   rewrite UninitMsgSend(#loadBenchmarkSuite:)                |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:184
[truffle]   rewrite UninitializedLexicallyBound@6b45f10c               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Harness.ns:184
IfSumGreaterNode: SOMNode.unwrapIfNecessary(conditionNode) expected: EagerBinaryPrimitiveNode, actual: UninitializedMessageSendNode level: 9
[truffle]   rewrite UninitMsgSend(#endsWith:)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:239
[truffle]   rewrite UninitializedReceiverSend@2b2b1219                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Harness.ns:239
[truffle]   rewrite UninitMsgSend(#length)                             |From M MessageSendNode$UninitializedMessageSendNode |To M EagerUnaryPrimitiveNode                |Reason unknown at Kernel.ns:347
IncrementOperationNode: exp instanceof EagerBinaryPrimitiveNode, actual: EagerUnaryPrimitiveNode level: 5
[truffle]   rewrite UninitMsgSend(#length)                             |From M MessageSendNode$UninitializedMessageSendNode |To M EagerUnaryPrimitiveNode                |Reason unknown at Kernel.ns:348
IncrementOperationNode: exp instanceof EagerBinaryPrimitiveNode, actual: EagerUnaryPrimitiveNode level: 5
IfSumGreaterNode: condition.getPrimitive() expected: GreaterThanPrim, actual: LessThanPrimNodeGen level: 8
IfSumGreaterNode: expectedBool was false. level: 10
[truffle]   rewrite UninitMsgSend(#includes:)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:241
[truffle]   rewrite UninitializedReceiverSend@3e78f044                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Harness.ns:241
[truffle]   rewrite UninitMsgSend(#length)                             |From M MessageSendNode$UninitializedMessageSendNode |To M EagerUnaryPrimitiveNode                |Reason unknown at Kernel.ns:359
IncrementOperationNode: exp instanceof EagerBinaryPrimitiveNode, actual: EagerUnaryPrimitiveNode level: 5
IfSumGreaterNode: unwrapReceiver(condition) expected: DoubleLiteralNode, actual: LocalVariableReadNodeGen level: 7
[truffle]   rewrite UninitMsgSend(#length)                             |From M MessageSendNode$UninitializedMessageSendNode |To M EagerUnaryPrimitiveNode                |Reason unknown at Kernel.ns:360
IfSumGreaterNode: condition.getPrimitive() expected: GreaterThanPrim, actual: EqualsPrimNodeGen level: 8
[truffle]   rewrite UninitMsgSend(#length)                             |From M MessageSendNode$UninitializedMessageSendNode |To M EagerUnaryPrimitiveNode                |Reason unknown at Kernel.ns:361
[truffle]   rewrite UninitMsgSend(#length)                             |From M MessageSendNode$UninitializedMessageSendNode |To M EagerUnaryPrimitiveNode                |Reason unknown at Kernel.ns:364
IfSumGreaterNode: condition.getPrimitive() expected: GreaterThanPrim, actual: EqualsPrimNodeGen level: 8
[truffle]   rewrite UninitMsgSend(#primSubstringFrom:to:)              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:365
[truffle]   rewrite UninitializedLexicallyBound@6dcb07d7               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M LexicallyBoundDispatchNode             |Reason unknown at Kernel.ns:365
[truffle]   rewrite ImplicitSend(#vmMirror)                            |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Kernel.ns:320
[truffle]   rewrite UninitMsgSend(#vmMirror)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:320
[truffle]   rewrite UninitializedLexicallyBound@3381ba70               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Kernel.ns:320
[truffle]   rewrite UninitMsgSend(#string:substringFrom:to:)           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:320
[truffle]   rewrite UninitializedReceiverSend@dadaa0c                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Kernel.ns:320
[truffle]   rewrite UninitMsgSend(#loadModule:)                        |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:242
[truffle]   rewrite UninitializedLexicallyBound@374fa7b4               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Harness.ns:242
[truffle]   rewrite UninitMsgSend(#system)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:231
[truffle]   rewrite UninitializedLexicallyBound@5752969b               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Harness.ns:231
[truffle]   rewrite UninitMsgSend(#loadModule:nextTo:)                 |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:231
[truffle]   rewrite UninitializedReceiverSend@7708952c                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Harness.ns:231
[truffle]   rewrite UninitMsgSend(#vmMirror)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at System.ns:34
[truffle]   rewrite UninitializedLexicallyBound@60ca5089               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at System.ns:34
[truffle]   rewrite UninitMsgSend(#load:nextTo:)                       |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at System.ns:34
[truffle]   rewrite UninitializedReceiverSend@2af22923                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at System.ns:34
[truffle]   rewrite LocalVariableWriteNodeGen[#time]                   |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at CD.ns:59
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:59
[truffle]   rewrite LocalVariableWriteNodeGen[#collisions]             |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at CD.ns:60
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=CD.ns, index=2568, length=8, characters=detector)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:60
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=CD.ns, index=2594, length=9, characters=simulator)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:60
[truffle]   rewrite LocalVariableReadNodeGen[#time]                    |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:60
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=CD.ns, index=2629, length=53, characters=actualCollisions:: actualCollisions + collisions size)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at CD.ns:61
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=CD.ns, index=2648, length=16, characters=actualCollisions)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:61
[truffle]   rewrite LocalVariableReadNodeGen[#collisions]              |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:61
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=CD.ns, index=2972, length=24, characters=actualCollisions = 14484)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at CD.ns:71
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=CD.ns, index=2972, length=16, characters=actualCollisions)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at CD.ns:71
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=CD.ns, index=3038, length=24, characters=actualCollisions = 14484)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at CD.ns:72
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=CD.ns, index=3038, length=16, characters=actualCollisions)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at CD.ns:72
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=CD.ns, index=3104, length=24, characters=actualCollisions = 10830)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at CD.ns:73
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=CD.ns, index=3104, length=16, characters=actualCollisions)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at CD.ns:73
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=CD.ns, index=3170, length=24, characters=actualCollisions =  4305)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at CD.ns:74
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=CD.ns, index=3170, length=16, characters=actualCollisions)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at CD.ns:74
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=CD.ns, index=3236, length=24, characters=actualCollisions =   390)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at CD.ns:75
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=CD.ns, index=3236, length=16, characters=actualCollisions)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at CD.ns:75
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=CD.ns, index=3302, length=24, characters=actualCollisions =    42)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at CD.ns:76
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=CD.ns, index=3302, length=16, characters=actualCollisions)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at CD.ns:76
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=CD.ns, index=3877, length=6, characters=result)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at CD.ns:101
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=CD.ns, index=3877, length=6, characters=result)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:101
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=CD.ns, index=3985, length=1, characters=0)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at CD.ns:106
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=CD.ns, index=4014, length=2, characters=-1)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at CD.ns:107
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=CD.ns, index=4045, length=1, characters=1)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at CD.ns:108
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=CD.ns, index=4128, length=1, characters=1)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at CD.ns:111
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at CD.ns:159
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=CD.ns, index=5058, length=5, characters=other)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at CD.ns:159
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=CD.ns, index=5872, length=25, characters=oldPosition:: newPosition)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at CD.ns:185
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=CD.ns, index=5886, length=11, characters=newPosition)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:185
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=CD.ns, index=6138, length=8, characters=toRemove)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at CD.ns:192
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=CD.ns, index=6155, length=1, characters=e)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at CD.ns:192
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=CD.ns, index=6644, length=10, characters=collisions)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at CD.ns:207
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at CD.ns:207
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=CD.ns, index=6677, length=7, characters=motion1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at CD.ns:207
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=CD.ns, index=6697, length=7, characters=motion2)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:207
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=CD.ns, index=6719, length=9, characters=collision)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:207
[truffle]   rewrite LocalVariableWriteNodeGen[#motion2]                |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at CD.ns:204
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=CD.ns, index=6517, length=7, characters=reduced)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at CD.ns:204
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:204
[truffle]   rewrite LocalVariableWriteNodeGen[#collision]              |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at CD.ns:205
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=CD.ns, index=6556, length=7, characters=motion1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:205
[truffle]   rewrite LocalVariableReadNodeGen[#motion2]                 |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:205
[truffle]   rewrite LocalVariableReadNodeGen[#collision]               |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:206
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=CD.ns, index=6644, length=10, characters=collisions)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at CD.ns:207
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at CD.ns:207
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=CD.ns, index=6677, length=7, characters=motion1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:207
[truffle]   rewrite LocalVariableReadNodeGen[#motion2]                 |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:207
[truffle]   rewrite LocalVariableReadNodeGen[#collision]               |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:207
[truffle]   rewrite LocalVariableWriteNodeGen[#motion1]                |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at CD.ns:201
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=CD.ns, index=6403, length=7, characters=reduced)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at CD.ns:201
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:201
[truffle]   rewrite IntToDoInlinedLiteralsNodeGen(SourceSection(source=CD.ns, index=6434, length=299, characters=to: reduced size do: [:j |\n            | motion2 collision |\n            motion2:: reduced at: j.\n            collision:: motion1 findIntersection: motion2.\n            collision notNil ifTrue: [\n              collisions append: (Collision a: motion1 callsign b: motion2 callsign pos: collision) ] ])) |From ? IntToDoInlinedLiteralsNodeFactory$IntToDoInlinedLiteralsNodeGen |To ? IntToDoInlinedLiteralsNodeFactory$IntToDoInlinedLiteralsNodeGen |Reason unknown at CD.ns:202
[truffle]   rewrite LocalVariableWriteNodeGen[#motion2]                |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at CD.ns:204
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=CD.ns, index=6517, length=7, characters=reduced)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at CD.ns:204
[truffle]   rewrite LocalVariableReadNodeGen[#j]                       |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:204
[truffle]   rewrite LocalVariableWriteNodeGen[#collision]              |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at CD.ns:205
[truffle]   rewrite LocalVariableReadNodeGen[#motion1]                 |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:205
[truffle]   rewrite LocalVariableReadNodeGen[#motion2]                 |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:205
[truffle]   rewrite LocalVariableReadNodeGen[#collision]               |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:206
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=CD.ns, index=6644, length=10, characters=collisions)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |Reason unknown at CD.ns:207
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at CD.ns:207
[truffle]   rewrite LocalVariableReadNodeGen[#motion1]                 |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:207
[truffle]   rewrite LocalVariableReadNodeGen[#motion2]                 |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:207
[truffle]   rewrite LocalVariableReadNodeGen[#collision]               |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:207
[truffle]   rewrite LocalArg(1)                                        |From M ArgumentReadNode$LocalArgumentReadNode |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:202
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=CD.ns, index=6438, length=7, characters=reduced)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at CD.ns:202
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=CD.ns, index=6976, length=5, characters=voxel)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at CD.ns:217
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at CD.ns:217
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=CD.ns, index=6948, length=5, characters=voxel)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at CD.ns:216
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at CD.ns:216
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=CD.ns, index=6976, length=5, characters=voxel)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$NonLocalArgumentReadNode |Reason unknown at CD.ns:217
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at CD.ns:217
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=CD.ns, index=6920, length=5, characters=voxel)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at CD.ns:215
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at CD.ns:215
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=CD.ns, index=6948, length=5, characters=voxel)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at CD.ns:216
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at CD.ns:216
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=CD.ns, index=6976, length=5, characters=voxel)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at CD.ns:217
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at CD.ns:217
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=CD.ns, index=7008, length=5, characters=false)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at CD.ns:217
[truffle]   rewrite LocalVariableWriteNodeGen[#tmp]                    |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at CD.ns:238
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=CD.ns, index=7418, length=5, characters=low_x)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:238
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=CD.ns, index=7433, length=15, characters=low_x::  high_x)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at CD.ns:239
[truffle]   rewrite NonLocalVariableReadNodeGen(SourceSection(source=CD.ns, index=7442, length=6, characters=high_x)) |From ? NonLocalVariableNodeFactory$NonLocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:239
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=CD.ns, index=7458, length=12, characters=high_x:: tmp)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at CD.ns:240
[truffle]   rewrite LocalVariableReadNodeGen[#tmp]                     |From ? LocalVariableNodeFactory$LocalVariableReadNodeGen |To ? LocalVariableNodeFactory$LocalVariableReadNodeGen |Reason unknown at CD.ns:240
[truffle]   rewrite LocalVariableWriteNodeGen[#tmp]                    |From ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at CD.ns:247
